Fecha,Emisora,Precio Sucio,Precio Limpio,Intereses Devengados,Dias por Vencer,Tasa Descuento,Precio Sucio 24 Hrs,Precio Limpio 24 Hrs,Intereses Devengados 24 Hrs,Dias Por Vencer 24 Hrs,Tasa Descuento 24 Hrs,Plazo,Sobretasa,Duracion,Convexidad,Rendimiento,Instrumento,FechaInicioCupon,FechaFinCupon,Tasa Cupon Vigente,Tasa Cupon Vigente 24 Hrs,Moneda,Homologación Calificación,Clave,fechaInicio,fechaFinal,PagosCupon,Maduración,PAGOS,PAGOS EXACTOS
10/01/2019,AFIRALM,100.065345,100.000345,0.065,26,0,100.086881,100.000214,0.086667,25,0,29,-0.625682,0.071818,0.010316,7.790139,93_AFIRALM_00819,07/01/2019,05/02/2019,0.078,0.078,MPS,AA,2,07/01/2019,05/02/2019,29,29,1,1
10/01/2019,AFIRALM,100.067404,100.000321,0.067083,26,0,100.089629,100.000185,0.089444,25,0,29,-0.375682,0.071805,0.010312,8.040139,93_AFIRALM_00919,07/01/2019,05/02/2019,0.0805,0.0805,MPS,AA,2,07/01/2019,05/02/2019,29,29,1,1
10/01/2019,AFIRALM,100.06864,100.000307,0.068333,26,0,100.091277,100.000166,0.091111,25,0,29,-0.225682,0.071798,0.01031,8.190139,93_AFIRALM_01019,07/01/2019,05/02/2019,0.082,0.082,MPS,AA,2,07/01/2019,05/02/2019,29,29,1,1
10/01/2019,AFIRALM,100.050206,100.000262,0.049944,82,0,100.075091,100.000174,0.074917,81,0,84,0.4,0.224592,0.067993,8.9841,93_AFIRALM_01119,08/01/2019,05/02/2019,0.0899,0.0899,MPS,AA,2,08/01/2019,02/04/2019,28,84,3,3
10/01/2019,AFIRALM,100.035269,99.987491,0.047778,43,0,100.059205,99.987538,0.071667,42,0,45,0.283958,0.118216,0.02795,8.701659,93_AFIRALM_01219,08/01/2019,22/02/2019,0.086,0.086,MPS,AA,2,08/01/2019,22/02/2019,45,45,1,1
10/01/2019,AFIRALM,99.941371,99.894149,0.047222,180,0,99.964565,99.893732,0.070833,179,0,182,0.283958,0.479118,0.459108,8.716813,93_AFIRALM_01319,08/01/2019,09/07/2019,0.085,0.085,MPS,AA,2,08/01/2019,09/07/2019,182,182,1,1
10/01/2019,AFIRALM,100.052264,100.005597,0.046667,26,0,100.07525,100.00525,0.07,25,0,28,-0.097674,0.071791,0.010308,8.318147,93_AFIRALM_01419,08/01/2019,05/02/2019,0.084,0.084,MPS,AA,2,08/01/2019,05/02/2019,28,28,1,1
10/01/2019,AFIRALM,100.021552,99.998496,0.023056,27,0,100.044525,99.998414,0.046111,26,0,28,-0.097674,0.074535,0.011111,8.318257,93_AFIRALM_01519,09/01/2019,06/02/2019,0.083,0.083,MPS,AA,2,09/01/2019,06/02/2019,28,28,1,1
10/01/2019,AFIRALM,100,100,0.00E+00,28,0,100.023736,99.999847,0.023889,27,0,28,0.183958,0.077261,0.011939,8.6,93_AFIRALM_01619,10/01/2019,07/02/2019,0.086,0.086,MPS,AA,2,10/01/2019,07/02/2019,28,28,1,1
10/01/2019,AFIRALM,100,100,0.00E+00,28,0,100.02401,99.999843,0.024167,27,0,28,0.283958,0.077255,0.011937,8.7,93_AFIRALM_01719,10/01/2019,07/02/2019,0.087,0.087,MPS,AA,2,10/01/2019,07/02/2019,28,28,1,1
10/01/2019,ARREACT,100.17856,99.999866,0.178694,105,0,100.204029,99.999807,0.204222,104,0,112,0.6,0.286326,0.104674,9.1841,93_ARREACT_00119,03/01/2019,25/04/2019,0.0919,0.0919,MPS,AA,4,03/01/2019,25/04/2019,112,112,1,1
10/01/2019,ARREACT,100,100,0.00E+00,28,0,100.024805,99.999833,0.024972,27,0,28,0.573958,0.077238,0.011931,8.99,93_ARREACT_00219,10/01/2019,07/02/2019,0.0899,0.0899,MPS,AA,4,10/01/2019,07/02/2019,28,28,1,1
10/01/2019,ARREACT,100,100,0.00E+00,28,0,100.024805,99.999833,0.024972,27,0,28,0.573958,0.077238,0.011931,8.99,93_ARREACT_00319,10/01/2019,07/02/2019,0.0899,0.0899,MPS,AA,4,10/01/2019,07/02/2019,28,28,1,1
10/01/2019,ARREACT,100.000947,100.000947,0.00E+00,357,0,100.028026,100.000832,0.027194,356,0,357,1.2,0.941616,0.984516,9.7841,93_ARREACT_00419,10/01/2019,07/02/2019,0.0979,0.0979,MPS,AA,4,10/01/2019,02/01/2020,28,357,12.75,12
10/01/2019,FINBE,100.000456,100.000456,0.00E+00,28,0,100.025052,100.000358,0.024694,27,0,28,0.3,0.077244,0.011933,8.8841,93_FINBE_00119,10/01/2019,07/02/2019,0.0889,0.0889,MPS,AAA,4,10/01/2019,07/02/2019,28,28,1,1
10/01/2019,GFAMSA,100.001135,100.001135,0.00E+00,63,0,100.031797,100.000991,0.030806,62,0,63,2.5,0.172517,0.043147,11.0841,93_GFAMSA_00119,10/01/2019,07/02/2019,0.1109,0.1109,MPS,B,1,10/01/2019,14/03/2019,28,63,2.25,2
10/01/2019,GFAMSA,100.000455,100.000455,0.00E+00,280,0,100.031943,100.000304,0.031639,279,0,280,2.8,0.741202,0.620263,11.3841,93_GFAMSA_00219,10/01/2019,07/02/2019,0.1139,0.1139,MPS,B,1,10/01/2019,17/10/2019,28,280,10,10
10/01/2019,ION,100.000455,100.000455,0.00E+00,28,0,100.031668,100.000307,0.031361,27,0,28,2.7,0.077101,0.011889,11.2841,93_ION_00119,10/01/2019,07/02/2019,0.1129,0.1129,MPS,A,4,10/01/2019,07/02/2019,28,28,1,1
10/01/2019,START,100.165986,99.99993,0.166056,77,0,100.189656,99.999878,0.189778,76,0,84,-0.05,0.210953,0.060995,8.5341,93_START_00119,03/01/2019,31/01/2019,0.0854,0.0854,MPS,AAA,4,03/01/2019,28/03/2019,28,84,3,3
10/01/2019,START,100.000456,100.000456,0.00E+00,84,0,100.024086,100.000364,0.023722,83,0,84,-0.05,0.230269,0.07101,8.5341,93_START_00219,10/01/2019,07/02/2019,0.0854,0.0854,MPS,AAA,4,10/01/2019,04/04/2019,28,84,3,3
10/01/2019,BACTINV,100.025328,100.000356,0.024972,335,0,100.050206,100.000262,0.049944,334,0,336,0.4,0.889526,0.879374,8.9841,F_BACTINV_19001,09/01/2019,06/02/2019,0.0899,0.0899,MPS,AAA,4,09/01/2019,11/12/2019,28,336,12,12
10/01/2019,BACTINV,100.225259,100.225259,0.00E+00,337,0,100.249493,100.224521,0.024972,336,0,337,0.149,0.895063,0.88985,8.7331,F_BACTINV_19002,10/01/2019,07/02/2019,0.0899,0.0899,MPS,AAA,4,10/01/2019,13/12/2019,28,337,12.03571429,12
10/01/2019,BACTINV,100.000456,100.000456,0.00E+00,28,0,100.024224,100.000363,0.023861,27,0,28,0,0.077262,0.011939,8.5841,F_BACTINV_19003,10/01/2019,07/02/2019,0.0859,0.0859,MPS,AAA,4,10/01/2019,07/02/2019,28,28,1,1
10/01/2019,BACTINV,100.000456,100.000456,0.00E+00,56,0,100.0245,100.000361,0.024139,55,0,56,0.1,0.153993,0.035651,8.6841,F_BACTINV_19004,10/01/2019,07/02/2019,0.0869,0.0869,MPS,AAA,4,10/01/2019,07/03/2019,28,56,2,2
10/01/2019,BACTINV,100.000456,100.000456,0.00E+00,84,0,100.024638,100.00036,0.024278,83,0,84,0.15,0.230198,0.070973,8.7341,F_BACTINV_19005,10/01/2019,07/02/2019,0.0874,0.0874,MPS,AAA,4,10/01/2019,04/04/2019,28,84,3,3
10/01/2019,BACTINV,100.000456,100.000456,0.00E+00,112,0,100.024776,100.000359,0.024417,111,0,112,0.2,0.305868,0.117739,8.7841,F_BACTINV_19006,10/01/2019,07/02/2019,0.0879,0.0879,MPS,AAA,4,10/01/2019,02/05/2019,28,112,4,4
10/01/2019,BACTINV,100.000456,100.000456,0.00E+00,140,0,100.024914,100.000358,0.024556,139,0,140,0.25,0.380998,0.17578,8.8341,F_BACTINV_19007,10/01/2019,07/02/2019,0.0884,0.0884,MPS,AAA,4,10/01/2019,30/05/2019,28,140,5,5
10/01/2019,BACTINV,100.000456,100.000456,0.00E+00,168,0,100.025052,100.000358,0.024694,167,0,168,0.3,0.455584,0.244924,8.8841,F_BACTINV_19008,10/01/2019,07/02/2019,0.0889,0.0889,MPS,AAA,4,10/01/2019,27/06/2019,28,168,6,6
10/01/2019,BANOBRA,100.070721,100.023735,0.046986,194,0,100.094023,100.023544,0.070479,193,0,196,-0.174999,0.524902,0.319495,8.409101,F_BANOBRA_19005,08/01/2019,05/02/2019,0.084575,0.084575,MPS,AAA,3,08/01/2019,23/07/2019,28,196,7,7
10/01/2019,BANOBRA,100.047287,100.023799,0.023488,195,0,100.070583,100.023607,0.046976,194,0,196,-0.175017,0.527662,0.322614,8.409083,F_BANOBRA_19006,09/01/2019,06/02/2019,0.084556,0.084556,MPS,AAA,3,09/01/2019,24/07/2019,28,196,7,7
10/01/2019,BANOBRA,100.00007,100.00007,0.00E+00,364,0,100.023672,99.999991,0.023681,363,0,364,-0.06,0.965701,1.030812,8.5241,F_BANOBRA_19011,10/01/2019,07/02/2019,0.08525,0.08525,MPS,AAA,3,10/01/2019,09/01/2020,28,364,13,13
10/01/2019,BANORTE,100.167534,99.999923,0.167611,105,0,100.191425,99.999869,0.191556,104,0,112,0.03,0.286653,0.104862,8.6141,F_BANORTE_19001,03/01/2019,31/01/2019,0.0862,0.0862,MPS,AAA,4,03/01/2019,25/04/2019,28,112,4,4
10/01/2019,BANORTE,100.168114,99.99992,0.168194,161,0,100.192088,99.999866,0.192222,160,0,168,0.06,0.436563,0.226436,8.6441,F_BANORTE_19002,03/01/2019,31/01/2019,0.0865,0.0865,MPS,AAA,4,03/01/2019,20/06/2019,28,168,6,6
10/01/2019,BANORTE,100.162504,99.995282,0.167222,105,0,100.186559,99.995448,0.191111,104,0,112,0.09,0.286633,0.104848,8.6741,F_BANORTE_19003,03/01/2019,31/01/2019,0.086,0.086,MPS,AAA,4,03/01/2019,25/04/2019,28,112,4,4
10/01/2019,BANORTE,100.144809,99.999976,0.144833,190,0,100.168888,99.999916,0.168972,189,0,196,0.1,0.513471,0.306822,8.6841,F_BANORTE_19004,04/01/2019,01/02/2019,0.0869,0.0869,MPS,AAA,4,04/01/2019,19/07/2019,28,196,7,7
10/01/2019,BANORTE,100.072527,100.00011,0.072417,250,0,100.096589,100.000033,0.096556,249,0,253,0.1,0.671268,0.5103,8.6841,F_BANORTE_19005,07/01/2019,04/02/2019,0.0869,0.0869,MPS,AAA,4,07/01/2019,17/09/2019,28,253,9.035714286,9
10/01/2019,BANORTE,100.04844,100.000273,0.048167,306,0,100.072441,100.000191,0.07225,305,0,308,0.08,0.816428,0.744019,8.6641,F_BANORTE_19006,08/01/2019,05/02/2019,0.0867,0.0867,MPS,AAA,4,08/01/2019,12/11/2019,28,308,11,11
11/01/2019,AFIRALM,100.196708,100.001708,0.195,19,0,100.261216,100.001216,0.26,16,0,28,-0.698314,0.052563,0.005526,7.752397,93_AFIRALM_00119,02/01/2019,30/01/2019,0.078,0.078,MPS,AA,2,02/01/2019,30/01/2019,28,28,1,1
11/01/2019,AFIRALM,100.287045,100.062045,0.225,19,0,100.352023,100.052023,0.3,16,0,28,-0.64869,0.052561,0.005525,7.802021,93_AFIRALM_00219,02/01/2019,30/01/2019,0.09,0.09,MPS,AA,2,02/01/2019,30/01/2019,28,28,1,1
11/01/2019,AFIRALM,100.242184,100.048851,0.193333,20,0,100.307117,100.041284,0.265833,17,0,28,-0.64869,0.055316,0.00612,7.801796,93_AFIRALM_00319,03/01/2019,31/01/2019,0.087,0.087,MPS,AA,2,03/01/2019,31/01/2019,28,28,1,1
11/01/2019,AFIRALM,100.288142,100.086586,0.201556,25,0,100.353026,100.075887,0.277139,22,0,33,-0.64869,0.06907,0.009541,7.800674,93_AFIRALM_00419,03/01/2019,05/02/2019,0.0907,0.0907,MPS,AA,2,03/01/2019,05/02/2019,33,33,1,1
11/01/2019,AFIRALM,100.211207,100.026763,0.184444,20,0,100.27612,100.022509,0.253611,17,0,28,-0.64869,0.055316,0.00612,7.801796,93_AFIRALM_00519,03/01/2019,31/01/2019,0.083,0.083,MPS,AA,2,03/01/2019,31/01/2019,28,28,1,1
11/01/2019,AFIRALM,100.241409,100.048298,0.193111,20,0,100.306342,100.040814,0.265528,17,0,28,-0.64869,0.055316,0.00612,7.801796,93_AFIRALM_00619,03/01/2019,31/01/2019,0.0869,0.0869,MPS,AA,2,03/01/2019,31/01/2019,28,28,1,1
11/01/2019,AFIRALM,100.150246,99.984968,0.165278,84,0,100.220269,99.984158,0.236111,81,0,91,0.115452,0.228769,0.10467,8.551572,93_AFIRALM_00719,04/01/2019,05/04/2019,0.085,0.085,MPS,AA,2,04/01/2019,05/04/2019,91,91,1,1
11/01/2019,AFIRALM,100.086153,99.999486,0.086667,25,0,100.150906,99.999239,0.151667,22,0,29,-0.64869,0.06907,0.009541,7.800674,93_AFIRALM_00819,07/01/2019,05/02/2019,0.078,0.078,MPS,AA,2,07/01/2019,05/02/2019,29,29,1,1
11/01/2019,AFIRALM,100.106184,100.01674,0.089444,25,0,100.170949,100.014421,0.156528,22,0,29,-0.64869,0.06907,0.009541,7.800674,93_AFIRALM_00919,07/01/2019,05/02/2019,0.0805,0.0805,MPS,AA,2,07/01/2019,05/02/2019,29,29,1,1
11/01/2019,AFIRALM,100.118202,100.027091,0.091111,25,0,100.182975,100.023531,0.159444,22,0,29,-0.64869,0.06907,0.009541,7.800674,93_AFIRALM_01019,07/01/2019,05/02/2019,0.082,0.082,MPS,AA,2,07/01/2019,05/02/2019,29,29,1,1
11/01/2019,AFIRALM,100.074339,99.999422,0.074917,81,0,100.14912,99.999287,0.149833,78,0,84,0.4,0.221831,0.066547,8.995,93_AFIRALM_01119,08/01/2019,05/02/2019,0.0899,0.0899,MPS,AA,2,08/01/2019,02/04/2019,28,84,3,3
11/01/2019,AFIRALM,100.075463,100.003796,0.071667,42,0,100.146202,100.002869,0.143333,39,0,45,0.115452,0.115513,0.026686,8.561,93_AFIRALM_01219,08/01/2019,22/02/2019,0.086,0.086,MPS,AA,2,08/01/2019,22/02/2019,45,45,1,1
11/01/2019,AFIRALM,99.97317,99.902337,0.070833,179,0,100.042684,99.901017,0.141667,176,0,182,0.283958,0.476608,0.45431,8.698752,93_AFIRALM_01319,08/01/2019,09/07/2019,0.085,0.085,MPS,AA,2,08/01/2019,09/07/2019,182,182,1,1
11/01/2019,AFIRALM,100.111018,100.041018,0.07,25,0,100.175787,100.035787,0.14,22,0,28,-0.64869,0.06907,0.009541,7.800674,93_AFIRALM_01419,08/01/2019,05/02/2019,0.084,0.084,MPS,AA,2,08/01/2019,05/02/2019,28,28,1,1
11/01/2019,AFIRALM,100.081729,100.035618,0.046111,26,0,100.146464,100.031186,0.115278,23,0,28,-0.64869,0.071818,0.010316,7.800449,93_AFIRALM_01519,09/01/2019,06/02/2019,0.083,0.083,MPS,AA,2,09/01/2019,06/02/2019,28,28,1,1
11/01/2019,AFIRALM,100.083384,100.059495,0.023889,27,0,100.148104,100.052548,0.095556,24,0,28,-0.64869,0.074564,0.01112,7.800225,93_AFIRALM_01619,10/01/2019,07/02/2019,0.086,0.086,MPS,AA,2,10/01/2019,07/02/2019,28,28,1,1
11/01/2019,AFIRALM,100.091117,100.06695,0.024167,27,0,100.155841,100.059174,0.096667,24,0,28,-0.64869,0.074564,0.01112,7.800225,93_AFIRALM_01719,10/01/2019,07/02/2019,0.087,0.087,MPS,AA,2,10/01/2019,07/02/2019,28,28,1,1
11/01/2019,AFIRALM,100,100,0.00E+00,91,0,100.069791,99.998541,0.07125,88,0,91,0.115452,0.24743,0.122443,8.55,93_AFIRALM_01819,11/01/2019,12/04/2019,0.0855,0.0855,MPS,AA,2,11/01/2019,12/04/2019,91,91,1,1
11/01/2019,AFIRALM,100,100,0.00E+00,35,0,100.069892,99.999475,0.070417,32,0,35,0.002881,0.09643,0.018597,8.45,93_AFIRALM_01919,11/01/2019,15/02/2019,0.0845,0.0845,MPS,AA,2,11/01/2019,15/02/2019,35,35,1,1
11/01/2019,AFIRALM,100,100,0.00E+00,28,0,100.06465,99.99965,0.065,25,0,28,-0.64869,0.077309,0.011953,7.8,93_AFIRALM_02019,11/01/2019,08/02/2019,0.078,0.078,MPS,AA,2,11/01/2019,08/02/2019,28,28,1,1
11/01/2019,AFIRALM,99.999614,99.999614,0.00E+00,252,0,100.077651,99.999401,0.07825,249,0,252,0.8,0.675098,0.516207,9.395,93_AFIRALM_02119,11/01/2019,08/02/2019,0.0939,0.0939,MPS,AA,2,11/01/2019,20/09/2019,28,252,9,9
10/01/2019,BBASE,100.07216,99.999327,0.072833,91,0,100.09636,99.999249,0.097111,90,0,94,0.15,0.24912,0.081584,8.7341,F_BBASE_18095,07/01/2019,07/02/2019,0.0874,0.0874,MPS,AA,2,07/01/2019,11/04/2019,31,94,3.032258065,3
11/01/2019,ARREACT,100.203427,99.999205,0.204222,104,0,100.279963,99.999157,0.280806,101,0,112,0.6,0.283564,0.102887,9.195,93_ARREACT_00119,03/01/2019,25/04/2019,0.0919,0.0919,MPS,AA,4,03/01/2019,25/04/2019,112,112,1,1
11/01/2019,ARREACT,100.022355,99.997383,0.024972,27,0,100.097113,99.997224,0.099889,24,0,28,0.573958,0.074496,0.011099,9.022873,93_ARREACT_00219,10/01/2019,07/02/2019,0.0899,0.0899,MPS,AA,4,10/01/2019,07/02/2019,28,28,1,1
11/01/2019,ARREACT,100.022355,99.997383,0.024972,27,0,100.097113,99.997224,0.099889,24,0,28,0.573958,0.074496,0.011099,9.022873,93_ARREACT_00319,10/01/2019,07/02/2019,0.0899,0.0899,MPS,AA,4,10/01/2019,07/02/2019,28,28,1,1
11/01/2019,ARREACT,100.027215,100.000021,0.027194,356,0,100.108586,99.999808,0.108778,353,0,357,1.2,0.938812,0.979046,9.795,93_ARREACT_00419,10/01/2019,07/02/2019,0.0979,0.0979,MPS,AA,4,10/01/2019,02/01/2020,28,357,12.75,12
11/01/2019,BACTINV,100.049424,99.99948,0.049944,334,0,100.124186,99.999325,0.124861,331,0,336,0.4,0.886727,0.8742,8.995,F_BACTINV_19001,09/01/2019,06/02/2019,0.0899,0.0899,MPS,AAA,4,09/01/2019,11/12/2019,28,336,12,12
11/01/2019,BACTINV,100.248668,100.223696,0.024972,336,0,100.321495,100.221606,0.099889,333,0,337,0.149,0.892262,0.884643,8.744,F_BACTINV_19002,10/01/2019,07/02/2019,0.0899,0.0899,MPS,AAA,4,10/01/2019,13/12/2019,28,337,12.03571429,12
11/01/2019,BACTINV,100.023412,99.999551,0.023861,27,0,100.094841,99.999397,0.095444,24,0,28,0,0.074502,0.011307,8.595,F_BACTINV_19003,10/01/2019,07/02/2019,0.0859,0.0859,MPS,AAA,4,10/01/2019,07/02/2019,28,28,1,1
11/01/2019,BACTINV,100.023688,99.999549,0.024139,55,0,100.095946,99.99939,0.096556,52,0,56,0.1,0.151233,0.034595,8.695,F_BACTINV_19004,10/01/2019,07/02/2019,0.0869,0.0869,MPS,AAA,4,10/01/2019,07/03/2019,28,56,2,2
11/01/2019,BACTINV,100.023826,99.999548,0.024278,83,0,100.096498,99.999387,0.097111,80,0,84,0.15,0.227436,0.069496,8.745,F_BACTINV_19005,10/01/2019,07/02/2019,0.0874,0.0874,MPS,AAA,4,10/01/2019,04/04/2019,28,84,3,3
11/01/2019,BACTINV,100.023964,99.999547,0.024417,111,0,100.09705,99.999383,0.097667,108,0,112,0.2,0.303105,0.115843,8.795,F_BACTINV_19006,10/01/2019,07/02/2019,0.0879,0.0879,MPS,AAA,4,10/01/2019,02/05/2019,28,112,4,4
11/01/2019,BACTINV,100.024102,99.999546,0.024556,139,0,100.097603,99.999381,0.098222,136,0,140,0.25,0.378232,0.173466,8.845,F_BACTINV_19007,10/01/2019,07/02/2019,0.0884,0.0884,MPS,AAA,4,10/01/2019,30/05/2019,28,140,5,5
11/01/2019,BACTINV,100.02424,99.999546,0.024694,167,0,100.098155,99.999377,0.098778,164,0,168,0.3,0.452815,0.242196,8.895,F_BACTINV_19008,10/01/2019,07/02/2019,0.0889,0.0889,MPS,AAA,4,10/01/2019,27/06/2019,28,168,6,6
11/01/2019,FINBE,100.02424,99.999546,0.024694,27,0,100.098155,99.999377,0.098778,24,0,28,0.3,0.074485,0.011301,8.895,93_FINBE_00119,10/01/2019,07/02/2019,0.0889,0.0889,MPS,AAA,4,10/01/2019,07/02/2019,28,28,1,1
11/01/2019,GFAMSA,100.030988,100.000182,0.030806,62,0,100.12312,99.999898,0.123222,59,0,63,2.5,0.169761,0.041991,11.095,93_GFAMSA_00119,10/01/2019,07/02/2019,0.1109,0.1109,MPS,B,1,10/01/2019,14/03/2019,28,63,2.25,2
11/01/2019,GFAMSA,100.031133,99.999494,0.031639,279,0,100.125747,99.999191,0.126556,276,0,280,2.8,0.73842,0.615941,11.395,93_GFAMSA_00219,10/01/2019,07/02/2019,0.1139,0.1139,MPS,B,1,10/01/2019,17/10/2019,28,280,10,10
11/01/2019,BANOBRA,100.093269,100.02279,0.070479,193,0,100.163297,100.022339,0.140958,190,0,196,-0.174999,0.522128,0.316379,8.420001,F_BANOBRA_19005,08/01/2019,05/02/2019,0.084575,0.084575,MPS,AAA,3,08/01/2019,23/07/2019,28,196,7,7
11/01/2019,BANOBRA,100.0698,100.022824,0.046976,194,0,100.139811,100.022372,0.117439,191,0,196,-0.175017,0.524889,0.319482,8.419983,F_BANOBRA_19006,09/01/2019,06/02/2019,0.084556,0.084556,MPS,AAA,3,09/01/2019,24/07/2019,28,196,7,7
11/01/2019,BANOBRA,100.02286,99.999179,0.023681,363,0,100.093791,99.999069,0.094722,360,0,364,-0.06,0.962893,1.025199,8.535,F_BANOBRA_19011,10/01/2019,07/02/2019,0.08525,0.08525,MPS,AAA,3,10/01/2019,09/01/2020,28,364,13,13
11/01/2019,BANOBRA,100.023037,100.023037,0.00E+00,196,0,100.093016,100.022565,0.070451,193,0,196,-0.175017,0.530409,0.325734,8.419983,F_BANOBRA_19012,11/01/2019,08/02/2019,0.084541,0.084541,MPS,AAA,3,11/01/2019,26/07/2019,28,196,7,7
11/01/2019,ION,100.030857,99.999496,0.031361,27,0,100.124644,99.9992,0.125444,24,0,28,2.7,0.074347,0.01126,11.295,93_ION_00119,10/01/2019,07/02/2019,0.1129,0.1129,MPS,A,4,10/01/2019,07/02/2019,28,28,1,1
11/01/2019,BANORTE,100.190822,99.999266,0.191556,104,0,100.26262,99.999231,0.263389,101,0,112,0.03,0.283889,0.103072,8.625,F_BANORTE_19001,03/01/2019,31/01/2019,0.0862,0.0862,MPS,AAA,4,03/01/2019,25/04/2019,28,112,4,4
11/01/2019,START,100.189053,99.999275,0.189778,76,0,100.260185,99.999241,0.260944,73,0,84,-0.05,0.208191,0.059624,8.545,93_START_00119,03/01/2019,31/01/2019,0.0854,0.0854,MPS,AAA,4,03/01/2019,28/03/2019,28,84,3,3
11/01/2019,START,100.023274,99.999552,0.023722,83,0,100.094288,99.999399,0.094889,80,0,84,-0.05,0.227507,0.069532,8.545,93_START_00219,10/01/2019,07/02/2019,0.0854,0.0854,MPS,AAA,4,10/01/2019,04/04/2019,28,84,3,3
11/01/2019,BANORTE,100.191486,99.999264,0.192222,160,0,100.263533,99.999227,0.264306,157,0,168,0.06,0.433794,0.223813,8.655,F_BANORTE_19002,03/01/2019,31/01/2019,0.0865,0.0865,MPS,AAA,4,03/01/2019,20/06/2019,28,168,6,6
11/01/2019,BANORTE,100.185957,99.994846,0.191111,104,0,100.258249,99.995471,0.262778,101,0,112,0.09,0.283869,0.103058,8.685,F_BANORTE_19003,03/01/2019,31/01/2019,0.086,0.086,MPS,AAA,4,03/01/2019,25/04/2019,28,112,4,4
11/01/2019,BANORTE,100.168255,99.999283,0.168972,189,0,100.240617,99.999228,0.241389,186,0,196,0.1,0.510698,0.30377,8.695,F_BANORTE_19004,04/01/2019,01/02/2019,0.0869,0.0869,MPS,AAA,4,04/01/2019,19/07/2019,28,196,7,7
11/01/2019,BANORTE,100.095866,99.99931,0.096556,249,0,100.168176,99.999204,0.168972,246,0,253,0.1,0.668486,0.506363,8.695,F_BANORTE_19005,07/01/2019,04/02/2019,0.0869,0.0869,MPS,AAA,4,07/01/2019,17/09/2019,28,253,9.035714286,9
11/01/2019,BANORTE,100.071688,99.999438,0.07225,305,0,100.143815,99.999315,0.1445,302,0,308,0.08,0.813634,0.73926,8.675,F_BANORTE_19006,08/01/2019,05/02/2019,0.0867,0.0867,MPS,AAA,4,08/01/2019,12/11/2019,28,308,11,11
11/01/2019,BANSAN,99.999158,99.999158,0.00E+00,364,0,100.070818,99.999034,0.071784,361,0,364,0.03,0.965189,1.030023,8.625,F_BANSAN_19003,11/01/2019,08/02/2019,0.086141,0.086141,MPS,AAA,3,11/01/2019,10/01/2020,28,364,13,13
11/01/2019,BANSAN,99.999158,99.999158,0.00E+00,364,0,100.070818,99.999034,0.071784,361,0,364,0.03,0.965189,1.030023,8.625,F_BANSAN_19004,11/01/2019,08/02/2019,0.086141,0.086141,MPS,AAA,3,11/01/2019,10/01/2020,28,364,13,13
11/01/2019,BBASE,100.095545,99.998434,0.097111,90,0,100.168269,99.998325,0.169944,87,0,94,0.15,0.246358,0.080002,8.745,F_BBASE_18095,07/01/2019,07/02/2019,0.0874,0.0874,MPS,AA,2,07/01/2019,11/04/2019,31,94,3.032258065,3
11/01/2019,HSBCMX,100.000124,100.000124,0.00E+00,168,0,100.072761,99.999977,0.072784,165,0,168,0.15,0.455539,0.247343,8.745,F_HSBCMX_19001,11/01/2019,08/02/2019,0.087341,0.087341,MPS,AAA,3,11/01/2019,28/06/2019,28,168,6,6
11/01/2019,HSBCMX,100.000124,100.000124,0.00E+00,168,0,100.072761,99.999977,0.072784,165,0,168,0.15,0.455539,0.247343,8.745,F_HSBCMX_19002,11/01/2019,08/02/2019,0.087341,0.087341,MPS,AAA,3,11/01/2019,28/06/2019,28,168,6,6
14/01/2019,ARREACT,100.279963,99.999157,0.280806,101,0,100.305489,99.999156,0.306333,100,0,112,0.6,0.27529,0.097624,9.195,93_ARREACT_00119,03/01/2019,25/04/2019,0.0919,0.0919,MPS,AA,4,03/01/2019,25/04/2019,112,112,1,1
14/01/2019,ARREACT,100.097854,99.997965,0.099889,24,0,100.122767,99.997906,0.124861,23,0,28,0.573958,0.066269,0.008783,9.01171,93_ARREACT_00219,10/01/2019,07/02/2019,0.0899,0.0899,MPS,AA,4,10/01/2019,07/02/2019,28,28,1,1
14/01/2019,BACTINV,100.124186,99.999325,0.124861,331,0,100.14912,99.999287,0.149833,330,0,336,0.4,0.878451,0.858953,8.995,F_BACTINV_19001,09/01/2019,06/02/2019,0.0899,0.0899,MPS,AAA,4,09/01/2019,11/12/2019,28,336,12,12
14/01/2019,BACTINV,100.321495,100.221606,0.099889,333,0,100.345783,100.220922,0.124861,332,0,337,0.149,0.883985,0.869302,8.744,F_BACTINV_19002,10/01/2019,07/02/2019,0.0899,0.0899,MPS,AAA,4,10/01/2019,13/12/2019,28,337,12.03571429,12
14/01/2019,BACTINV,100.094841,99.999397,0.095444,24,0,100.118662,99.999356,0.119306,23,0,28,0,0.066224,0.009502,8.595,F_BACTINV_19003,10/01/2019,07/02/2019,0.0859,0.0859,MPS,AAA,4,10/01/2019,07/02/2019,28,28,1,1
14/01/2019,BACTINV,100.095946,99.99939,0.096556,52,0,100.120043,99.999349,0.120694,51,0,56,0.1,0.142956,0.03152,8.695,F_BACTINV_19004,10/01/2019,07/02/2019,0.0869,0.0869,MPS,AAA,4,10/01/2019,07/03/2019,28,56,2,2
